/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_0.png,0,0,138,295,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_10.png,0,0,171,291,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_100.png,0,0,294,211,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_110.png,0,0,265,209,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_120.png,0,0,233,208,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_130.png,0,0,206,207,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_140.png,0,0,178,207,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_150.png,0,0,155,206,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_160.png,0,0,135,206,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_170.png,0,0,115,205,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_180.png,0,0,102,205,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_20.png,0,0,218,286,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_30.png,0,0,264,279,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_40.png,0,0,298,269,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_50.png,0,0,320,259,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_60.png,0,0,331,248,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_70.png,0,0,334,237,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_80.png,0,0,329,227,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_0_90.png,0,0,315,218,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_0.png,0,0,136,248,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_10.png,0,0,173,248,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_100.png,0,0,301,230,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_110.png,0,0,271,236,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_120.png,0,0,238,240,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_130.png,0,0,210,246,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_140.png,0,0,181,250,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_150.png,0,0,153,252,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_160.png,0,0,133,254,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_170.png,0,0,112,254,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_180.png,0,0,101,253,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_20.png,0,0,226,251,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_30.png,0,0,272,251,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_40.png,0,0,307,251,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_50.png,0,0,329,249,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_60.png,0,0,340,246,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_70.png,0,0,344,244,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_80.png,0,0,339,239,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_15_90.png,0,0,324,235,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_30_0.png,0,0,135,232,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_30_10.png,0,0,174,232,Pig,trainval
/content/wild-boar-detector/data/generated_training/Pig_Male_attack_30_100.png,0,0,308,238,Pig,trainval
